"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ANT","ATG","ARG","ARM","ARB","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BIH","BWA","BVT","BRA","IOT","VGB","BRN","BGR","BFA","BDI","KHM","CMR","CAN","CTE","CPV","CYM","CAF","TCD","NULL","CHL","CHN","CXR","CCK","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CYP","CZE","CSK","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","ATF","GAB","GMB","GEO","DEU","DDR","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JTN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MID","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","NFK","MNP","NOR","PSE","OMN","PCI","PAK","PLW","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SCG","SYC","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SJM","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TMP","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UMI","SUN","UZB","VUT","VEN","VNM","WAK","WLF","ESH","YEM","YMD","YUG","ZMB","ZWE","SSD","EUU","KSV","HKG","MAC","SXM","MAF","GGY","HMD","JEY","BLM","SGS"
"BEL",4072696.68925883,4577.43853402573,15532365.656588,0,0,23014.3437405182,0,0,0,1060.18396180108,3814.5321116881,0,0,221397.356269391,0,0,0,0,19835.5669807781,0,0,0,34203.6379348033,0,0,0,518776.367189582,0,0,381.45321116881,0,0,0,0,0,0,0,1413.57861573477,0,0,24413.0055148039,0,0,0,0,0,0,0,0,1709848.74430467,0,6611.85566025938,0,0,84682.6128794759,269433.11815557,17616723.4985945,4550933.26590529,2516446.83408064,0,0,2584612.71439076,433515.891198292,0,0,0,0,122827.933996357,0,0,662968.370779606,0,35149339.0695529,0,0,0,373714.846534879,63340757.9763808,0,0,0,1017.20856311683,13732.3156020772,0,23391582.1566696,0,14240.9198836356,0,3439788.5253393,0,0,0,0,0,381.45321116881,0,0,0,0,0,106806.899127267,195073.848971398,0,22970652.50569,16256.1540809498,178011.498545445,84656.329447904,0,140342.457065417,6971980.7939651,29371.8972599984,0,0,547610.827915856,0,0,0,1060.18396180108,0,0,67135.7651657106,368279.046104869,0,0,8483415.36500524,0,598668.137758315,3222090.46266046,0,0,12715.1070389604,0,13986.6177428564,118772.398721666,0,0,1188655.18712362,0,0,0,0,0,0,0,0,0,45752818.7248837,0,0,0,0,0,241575126.1656,3305.92783012969,0,0,3305.92783012969,0,0,0,0,5196079.56510387,0,0,0,0,0,0,0,0,0,0,0,4635092.93255029,4903897.30385206,0,0,0,0,0,4863753.93012229,684360.043458908,0,0,0,0,0,0,0,0,0,15530402.9729394,55310.7156194775,0,147113.788440771,0,176697.326966846,0,1873733.11720031,640968.545833991,0,0,219104.685438889,15172760.1309523,0,0,0,0,0,5422291.87589407,2631253.76606614,63575.5351948017,1413578.61573477,0,0,0,99940.7413262284,0,0,0,18942805.059392,44375.7235659716,0,0,0,0,0,26447.4226410375,37512576.8787731,0,80126.6620447923,0,6357.55351948018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.85566025938,0,0,0,0,0,0,0,0
"BLZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25001.7850302527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70501.9279735077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3706690040721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11571.5825219343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOL",0,0,0,0,0,0,0,0,0,447407.670648415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643.26400457568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543250.190596253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15447133.198198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21085.0530596719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BIH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19794.9920844584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7795828.58895096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63626.7602714733,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRA",0,0,0,0,0,25020555.4512239,0,0,0,107037510.157971,0,0,0,0,0,0,0,0,0,0,0,66431.3670548646,0,0,0,1972181.20944129,0,0,0,0,0,0,0,249117626.455742,0,0,0,22420586.3810168,10179310.3331553,0,0,0,0,0,0,367602121.558534,0,0,0,3300808.55053859,0,0,0,8303.92088185808,49823.5252911485,0,65393376.9446324,585227128.06983,0,0,4596909433.54164,0,0,0,0,0,33215.6835274323,488008974.345477,0,0,0,0,0,0,0,0,0,11280708.7794077,0,0,0,0,0,0,148640183.78526,0,0,0,107950971.464155,0,0,0,0,0,0,0,0,0,0,208013218.090545,81345208.9586817,0,0,346439579.191119,2730167259.49774,0,0,0,1367589337.87497,25067817.2631787,0,2421601576.80225,0,191471807.693884,169283731.097559,0,0,53975485.7320775,0,0,0,0,0,0,140336262.903402,0,0,0,0,0,45958050.1206435,0,0,243205234.787859,0,0,0,0,0,1822710.63356785,0,0,0,0,0,0,174382338.51902,0,0,0,0,0,99872658.5047593,0,0,0,0,0,0,0,0,130786753.889265,0,0,0,0,0,0,0,23451919.6909848,2312641.96559747,0,0,1077682852.04754,496650691.557428,0,0,5140496550.34939,0,0,1447747086.14755,0,0,0,0,0,0,0,0,0,0,222220014.376575,76902611.2868877,0,146149007.520702,0,0,0,0,0,0,0,138285194.445583,3670619515.0517,0,0,0,0,0,0,1207161738.39791,0,0,0,0,0,0,0,0,0,0,268743943.460014,0,0,0,0,0,0,105411849.509046,0,90783325.1093956,0,42050905.1643048,0,0,0,0,2366617.45132955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IOT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VGB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR",0,30241050.5823283,17918472.6564139,0,0,0,0,0,411.770801740248,0,0,0,0,364189.973103572,0,411.770801740248,0,0,0,0,175815.849084483,411.770801740248,0,0,0,0,21763.3271130533,0,0,0,0,0,0,0,0,0,2470.62481044149,0,0,0,6771700.91751584,0,0,0,0,0,0,0,0,411.770801740248,0,0,0,0,0,0,0,14714904.71711,6176.56202610372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318494.90093248,0,0,0,0,0,1293104.35263392,1510038.90271458,0,0,0,16350041.4956004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33353.4349409601,72220083.1597052,0,0,0,6679527.8131146,31198377.8133786,0,0,0,0,0,0,0,0,0,0,0,411.770801740248,0,823.541603480496,10992676.659425,0,411.770801740248,0,0,0,0,0,0,50416.4354362956,411.770801740248,0,5901488.86882295,0,0,0,0,0,0,0,0,0,41448256.48681,0,0,0,0,0,326515.148299754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058.85400870124,0,0,0,0,0,14000.2072591684,41774578.8425392,0,0,0,0,0,112510566.388237,4941.24962088298,0,0,0,0,0,2470.62481044149,0,0,0,130442128.27327,0,0,599993.85006619,0,0,411.770801740248,175815.849084483,0,0,0,0,3787592.34828653,0,0,0,0,0,0,0,0,0,0,16152919.8936624,0,0,0,0,0,80284753.5686691,13604821.8119187,27907.2776324576,0,0,0,101650.859695871,0,0,0,823.541603480496,0,0,0,0,0,0,0,0,0,0,0,18136.1059275444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2965546.85554202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633249.161028914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59836824.3650674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107170.25298122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195318.327528948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76650.5107545734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8239.53662687714,0,0,0,0,0,0,0,2341.21800922928,0,0,0,162251.47713032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAN",551635.479473616,0,1207787015.43575,0,0,0,0,0,0,186170.155506701,0,0,0,0,0,0,0,217843933.200375,2183664.22340394,0,125020369.243939,0,0,0,0,34433107.8863724,0,4461976.38310258,0,89139964.4229718,0,0,0,0,0,0,0,104656623.287803,0,0,0,0,0,0,1244656693.75712,260762023.808592,0,0,0,607980951.608212,0,0,0,56898170.4955329,29265909.6523435,0,131045260.976419,25106323.0455612,0,0,101606153.488016,2836.87856010211,0,0,0,67692153.4070724,296986618.401425,175124137.144678,5921844.07300048,0,783343.638481801,0,29341905.6769723,0,0,0,0,10861585.6738745,0,0,0,0,0,0,1083607.65187544,0,195715272.574361,0,96232756.2500991,0,1182.03273337588,0,0,329547992.030855,13286.0182917537,0,3720.08512169105,16451279.2895812,0,776497.328595201,0,0,0,741137678.454021,2594543607.44245,372428350.347124,3132311.67246386,0,14903192.438226,402389384.476492,20077645.6277733,2006572938.86816,0,4588459.27724007,0,9033429.55692921,0,0,0,0,2116196.99351054,0,0,4307858.57091824,16958273.7475945,0,0,0,0,0,254356568.669772,0,0,10628.814633403,0,0,14026846.6717019,0,0,1134783579.95973,0,0,0,0,0,0,871646767.57465,22213691.1430806,0,8805441.48304272,0,0,38475246.0914555,0,47143575.8657273,4060377.53305167,0,266162524.523825,0,0,0,10203130.6073352,0,0,0,0,0,944965.936528034,0,0,483895386.61128,713579287.872534,0,28020212.5773087,11529334.3913197,0,0,315220349.905028,0,0,0,0,0,0,0,3073.28510677729,0,0,0,0,0,212286126.028568,8897380.72962165,0,0,0,0,9037681.08278257,0,0,0,7087293.59755312,131535832.614215,202199912.3822,108357576.543154,120045021.114043,0,0,6161523.84298372,12223.1368284134,56112169.6533928,0,0,253155993.309578,0,0,78591581.1623085,0,0,2137159.58963144,84956115.3647902,32242509.190428,0,0,0,0,0,287099163.588702,459013862.995215,0,4353971414.99068,0,1234326.77986574,0,0,0,0,936677904.900271,26936073.4847015,0,0,0,9967702.36320533,0,0,0,0,0,0,0,861003.988904339,0,0,0,0,0,0,0,0
"CTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
